EmployeeID,Age,Attrition,Department,DistanceFromHome,EducationField,Gender,JobRole,MaritalStatus,State,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,LevelofEducation,LevelofJob,JobSatisfaction,PerformanceRating
1985,40,No,Research & Development,11,Technical Degree,Female,Laboratory Technician,Married,Washington,6323,1,No,11,10,10,9,9,Bachelors,Intermediate,High,Excellent
679,32,No,Research & Development,9,Life Sciences,Female,Research Scientist,Married,Maine,6322,1,Yes,12,6,6,4,0,Masters,Intermediate,Very High,Excellent
2026,56,No,Research & Development,1,Life Sciences,Male,Healthcare Representative,Divorced,South Carolina,6306,1,No,21,13,13,12,1,Masters,Intermediate,High,Outstanding
1753,29,No,Research & Development,1,Life Sciences,Male,Healthcare Representative,Single,Texas,6294,8,Yes,12,10,3,2,0,Bachelors,Intermediate,High,Excellent
837,38,No,Research & Development,12,Life Sciences,Male,Healthcare Representative,Divorced,Massachusetts,6288,2,No,15,13,4,3,1,Bachelors,Intermediate,Low,Excellent
786,34,No,Sales,2,Other,Male,Sales Executive,Single,Florida,6274,1,No,22,6,6,5,1,Bachelors,Intermediate,Very High,Outstanding
641,26,No,Sales,28,Marketing,Male,Sales Executive,Married,Maryland,6272,1,No,20,6,5,3,1,College,Intermediate,Medium,Outstanding
1231,42,No,Human Resources,2,Medical,Male,Human Resources,Married,Nevada,6272,7,No,16,10,4,3,0,Doctorate,Intermediate,Low,Excellent
273,38,No,Research & Development,29,Technical Degree,Male,Manufacturing Director,Married,Nevada,6261,3,No,18,9,7,7,1,Bachelors,Intermediate,Very High,Excellent
936,42,No,Sales,14,Medical,Female,Sales Executive,Single,Iowa,6244,7,No,17,10,5,4,0,College,Intermediate,High,Excellent
1399,25,No,Sales,18,Life Sciences,Male,Sales Executive,Married,Utah,6232,2,No,11,6,3,2,1,College,Intermediate,High,Excellent
599,41,No,Sales,10,Life Sciences,Male,Sales Executive,Single,Virginia,6230,7,No,14,16,14,3,1,College,Intermediate,Very High,Excellent
96,32,No,Research & Development,1,Life Sciences,Male,Research Scientist,Married,California,6220,1,No,17,10,10,4,0,Bachelors,Intermediate,Medium,Excellent
458,27,No,Sales,8,Marketing,Female,Sales Executive,Married,Oregon,6214,1,No,18,8,8,7,0,Masters,Intermediate,Medium,Excellent
1304,32,No,Sales,8,Medical,Male,Sales Executive,Married,New Mexico,6209,1,No,15,10,10,7,0,Bachelors,Intermediate,Very High,Excellent
857,36,No,Sales,1,Life Sciences,Male,Sales Executive,Married,Kentucky,6201,1,Yes,14,18,18,14,4,College,Intermediate,Very High,Excellent
781,25,No,Sales,26,Medical,Female,Sales Executive,Single,New Jersey,6180,1,No,23,6,6,5,1,College,Intermediate,Very High,Outstanding
1389,31,Yes,Research & Development,22,Medical,Male,Manufacturing Director,Married,Idaho,6179,1,Yes,15,10,10,2,6,Masters,Intermediate,High,Excellent
163,31,Yes,Sales,6,Life Sciences,Male,Sales Executive,Married,Montana,6172,4,Yes,18,12,7,7,7,Masters,Intermediate,High,Excellent
78,32,No,Research & Development,1,Medical,Male,Manufacturing Director,Married,Indiana,6162,1,Yes,22,9,9,8,7,Bachelors,Intermediate,Very High,Outstanding
830,32,No,Research & Development,4,Life Sciences,Female,Manufacturing Director,Married,Kentucky,6162,1,No,12,14,14,13,6,Bachelors,Intermediate,High,Excellent
1329,41,No,Sales,10,Medical,Male,Sales Executive,Single,Vermont,6151,1,No,13,19,19,2,11,College,Intermediate,Medium,Excellent
160,33,No,Sales,22,Marketing,Male,Sales Executive,Married,Georgia,6146,0,No,13,8,7,7,0,College,Intermediate,Medium,Excellent
757,34,No,Research & Development,8,Medical,Female,Healthcare Representative,Single,Nebraska,6142,3,No,11,10,5,1,4,College,Intermediate,High,Excellent
1587,35,No,Research & Development,10,Medical,Female,Healthcare Representative,Single,Rhode Island,6142,3,Yes,16,10,5,2,0,Masters,Intermediate,High,Excellent
2064,27,No,Research & Development,4,Life Sciences,Male,Manufacturing Director,Married,Texas,6142,1,Yes,20,6,6,2,0,Bachelors,Intermediate,Medium,Outstanding
1733,36,Yes,Sales,13,Marketing,Male,Sales Executive,Divorced,Utah,6134,5,Yes,13,16,2,2,2,Doctorate,Intermediate,Low,Excellent
211,51,No,Research & Development,7,Medical,Male,Manufacturing Director,Married,Kentucky,6132,2,No,17,10,1,0,0,Masters,Intermediate,High,Excellent
1356,34,No,Sales,15,Medical,Female,Sales Executive,Single,Louisiana,6125,1,No,12,10,10,8,9,College,Intermediate,Low,Excellent
1390,39,No,Sales,21,Life Sciences,Male,Sales Executive,Married,Washington,6120,3,Yes,12,8,5,4,1,Masters,Intermediate,Very High,Excellent
456,30,No,Sales,5,Marketing,Female,Sales Executive,Divorced,Oklahoma,6118,1,No,13,10,10,9,1,Bachelors,Intermediate,High,Excellent
548,30,No,Research & Development,2,Life Sciences,Female,Manufacturing Director,Single,Indiana,6091,2,No,20,11,5,4,0,Bachelors,Intermediate,Very High,Outstanding
1563,38,No,Human Resources,10,Human Resources,Male,Human Resources,Married,Alabama,6077,3,No,11,10,6,3,1,Masters,Intermediate,High,Excellent
147,34,Yes,Research & Development,7,Life Sciences,Male,Laboratory Technician,Single,New Mexico,6074,1,Yes,24,9,9,7,0,Bachelors,Intermediate,High,Outstanding
827,42,No,Research & Development,1,Life Sciences,Female,Manufacturing Director,Married,Oklahoma,6062,9,Yes,13,8,4,3,0,College,Intermediate,Very High,Excellent
466,41,No,Research & Development,6,Medical,Male,Manufacturing Director,Single,Vermont,6032,6,Yes,15,8,5,4,1,Bachelors,Intermediate,Medium,Excellent
1779,34,No,Sales,3,Life Sciences,Female,Sales Executive,Single,Vermont,6029,5,No,12,6,2,2,2,College,Intermediate,Very High,Excellent
1,41,Yes,Sales,1,Life Sciences,Female,Sales Executive,Single,South Dakota,5993,8,Yes,11,8,6,4,0,College,Intermediate,Very High,Excellent
77,37,No,Research & Development,1,Life Sciences,Male,Manufacturing Director,Divorced,Virginia,5993,1,No,18,7,7,5,0,Masters,Intermediate,High,Excellent
665,44,No,Human Resources,1,Life Sciences,Female,Human Resources,Single,Oregon,5985,4,No,11,10,2,2,0,Masters,Intermediate,High,Excellent
803,38,No,Research & Development,2,Life Sciences,Female,Manufacturing Director,Single,Missouri,5980,6,Yes,12,17,15,7,4,Masters,Intermediate,Low,Excellent
474,37,No,Research & Development,6,Medical,Male,Research Scientist,Divorced,Connecticut,5974,4,Yes,13,13,7,7,6,Bachelors,Intermediate,Low,Excellent
1970,33,No,Research & Development,7,Life Sciences,Male,Healthcare Representative,Divorced,Vermont,5968,1,No,20,9,9,7,2,College,Intermediate,High,Outstanding
339,34,No,Research & Development,2,Life Sciences,Male,Manufacturing Director,Married,Louisiana,5957,6,No,13,13,11,9,5,Masters,Intermediate,Low,Excellent
303,54,No,Sales,3,Marketing,Female,Sales Executive,Married,North Dakota,5940,2,No,14,16,6,2,0,Bachelors,Intermediate,Low,Excellent
852,44,No,Research & Development,4,Medical,Male,Healthcare Representative,Single,Utah,5933,9,No,12,10,5,2,2,Bachelors,Intermediate,Medium,Excellent
261,35,Yes,Research & Development,23,Life Sciences,Male,Manufacturing Director,Married,Rhode Island,5916,3,Yes,13,8,1,0,0,College,Intermediate,High,Excellent
76,31,No,Research & Development,7,Life Sciences,Male,Laboratory Technician,Divorced,Maryland,5915,3,No,22,10,7,7,1,Masters,Intermediate,Very High,Outstanding
304,36,No,Research & Development,5,Life Sciences,Male,Laboratory Technician,Single,Oklahoma,5914,8,No,16,16,13,11,3,College,Intermediate,Medium,Excellent
1888,45,No,Research & Development,25,Life Sciences,Female,Manufacturing Director,Married,Pennsylvania,5906,0,No,13,10,9,8,3,College,Intermediate,Very High,Excellent
182,39,No,Sales,4,Life Sciences,Female,Sales Executive,Married,Iowa,5902,4,No,14,17,15,11,5,Masters,Intermediate,High,Excellent
1555,32,No,Research & Development,5,Life Sciences,Female,Research Scientist,Married,California,5878,3,No,12,12,7,1,2,College,Intermediate,Medium,Excellent
1650,29,No,Sales,10,Medical,Male,Sales Executive,Single,Rhode Island,5869,9,No,11,8,5,2,1,Bachelors,Intermediate,High,Excellent
961,31,No,Research & Development,12,Medical,Female,Healthcare Representative,Married,New York,5855,0,Yes,11,10,9,7,8,Bachelors,Intermediate,Very High,Excellent
401,26,Yes,Sales,4,Marketing,Male,Sales Executive,Single,Hawaii,5828,1,Yes,12,8,8,7,7,Masters,Intermediate,Very High,Excellent
1797,35,Yes,Sales,27,Life Sciences,Male,Sales Executive,Single,South Dakota,5813,1,Yes,18,10,10,7,7,Bachelors,Intermediate,Very High,Excellent
1766,38,No,Research & Development,18,Medical,Male,Healthcare Representative,Married,Tennessee,5811,3,Yes,16,15,1,0,1,Bachelors,Intermediate,Very High,Excellent
1435,36,No,Research & Development,4,Life Sciences,Male,Laboratory Technician,Single,Alabama,5810,1,No,16,10,10,4,1,Masters,Intermediate,Very High,Excellent
441,30,No,Research & Development,28,Medical,Female,Research Scientist,Married,Iowa,5775,1,No,13,11,10,8,1,College,Intermediate,Very High,Excellent
62,46,No,Sales,5,Marketing,Male,Sales Executive,Single,Colorado,5772,4,Yes,21,14,9,6,0,Masters,Intermediate,Very High,Outstanding
1635,45,No,Research & Development,2,Other,Female,Manufacturing Director,Divorced,Rhode Island,5770,1,No,19,10,10,7,3,College,Intermediate,Very High,Excellent
1403,27,No,Sales,10,Marketing,Female,Sales Executive,Married,Maine,5769,1,Yes,11,6,6,2,4,Bachelors,Intermediate,Very High,Excellent
1611,45,No,Research & Development,5,Medical,Female,Laboratory Technician,Single,Mississippi,5769,1,Yes,14,10,10,7,1,Doctorate,Intermediate,Low,Excellent
1631,37,No,Research & Development,19,Life Sciences,Male,Manufacturing Director,Married,Georgia,5768,3,No,17,9,4,3,0,Bachelors,Intermediate,High,Excellent
1487,29,Yes,Sales,13,Technical Degree,Female,Sales Executive,Single,Ohio,5765,5,No,11,7,5,3,0,Bachelors,Intermediate,Medium,Excellent
1804,35,No,Research & Development,2,Medical,Male,Manufacturing Director,Divorced,Colorado,5762,2,No,14,15,7,7,1,College,Intermediate,Very High,Excellent
1932,34,No,Research & Development,22,Other,Male,Research Scientist,Married,Utah,5747,1,Yes,15,16,15,10,6,Masters,Intermediate,Very High,Excellent
393,38,No,Research & Development,23,Life Sciences,Male,Healthcare Representative,Divorced,Delaware,5745,9,No,14,10,2,2,1,Masters,Intermediate,Very High,Excellent
142,25,Yes,Sales,5,Marketing,Male,Sales Executive,Single,Maine,5744,1,Yes,11,6,6,4,0,Bachelors,Intermediate,High,Excellent
1642,44,No,Human Resources,1,Human Resources,Male,Human Resources,Married,Kansas,5743,4,Yes,11,14,10,7,0,Doctorate,Intermediate,Very High,Excellent
1929,39,No,Sales,21,Life Sciences,Female,Sales Executive,Married,Louisiana,5736,6,No,19,10,3,2,1,Masters,Intermediate,High,Excellent
1161,37,No,Research & Development,25,Medical,Female,Healthcare Representative,Divorced,Vermont,5731,7,No,13,9,6,2,1,College,Intermediate,Very High,Excellent
516,40,No,Sales,2,Marketing,Female,Sales Executive,Divorced,Nevada,5715,7,No,12,8,5,4,1,College,Intermediate,Medium,Excellent
1163,34,No,Sales,9,Life Sciences,Female,Sales Executive,Married,Minnesota,5714,1,No,20,6,6,5,1,College,Intermediate,High,Outstanding
2049,35,No,Research & Development,18,Life Sciences,Male,Healthcare Representative,Married,Washington,5689,1,Yes,14,10,10,2,0,Masters,Intermediate,High,Excellent
663,43,No,Research & Development,9,Medical,Male,Laboratory Technician,Divorced,Georgia,5679,3,Yes,13,10,8,7,4,Doctorate,Intermediate,High,Excellent
1986,40,No,Sales,2,Marketing,Female,Sales Executive,Married,Massachusetts,5677,3,No,14,15,11,8,5,College,Intermediate,Medium,Excellent
1849,43,No,Sales,2,Life Sciences,Male,Sales Executive,Married,Indiana,5675,1,No,20,7,7,7,7,Masters,Intermediate,Very High,Outstanding
419,36,No,Research & Development,24,Life Sciences,Female,Laboratory Technician,Married,Wisconsin,5674,7,No,15,11,9,8,0,Masters,Intermediate,Medium,Excellent
1880,36,No,Sales,10,Technical Degree,Female,Sales Executive,Married,Alaska,5673,1,Yes,13,10,10,9,1,Masters,Intermediate,High,Excellent
983,38,No,Sales,10,Technical Degree,Female,Sales Executive,Single,Illinois,5666,1,Yes,13,6,5,3,1,Bachelors,Intermediate,Very High,Excellent
412,28,No,Research & Development,16,Medical,Male,Healthcare Representative,Single,Hawaii,5661,0,No,19,9,8,3,0,College,Intermediate,Low,Excellent
422,58,No,Research & Development,1,Life Sciences,Male,Healthcare Representative,Divorced,Alabama,5660,2,Yes,13,12,5,3,1,Masters,Intermediate,High,Excellent
1436,36,No,Sales,16,Marketing,Female,Sales Executive,Married,North Carolina,5647,4,No,13,11,3,2,0,Masters,Intermediate,Low,Excellent
1967,31,Yes,Sales,26,Marketing,Male,Sales Executive,Married,Texas,5617,1,Yes,11,10,10,7,0,Masters,Intermediate,Very High,Excellent
202,40,No,Research & Development,26,Medical,Female,Research Scientist,Divorced,Missouri,5605,1,No,11,20,20,7,2,Bachelors,Intermediate,Medium,Excellent
382,38,No,Sales,7,Medical,Female,Sales Executive,Divorced,Connecticut,5605,1,Yes,24,8,8,0,7,College,Intermediate,Low,Outstanding
1117,45,No,Sales,9,Life Sciences,Female,Sales Executive,Married,Illinois,5593,1,No,13,15,15,10,4,Masters,Intermediate,High,Excellent
367,31,No,Research & Development,23,Medical,Male,Healthcare Representative,Married,Missouri,5582,0,No,21,10,9,0,7,Bachelors,Intermediate,Very High,Outstanding
630,52,No,Research & Development,6,Technical Degree,Male,Research Scientist,Divorced,California,5577,3,Yes,12,18,10,9,6,College,Intermediate,Low,Excellent
902,43,No,Research & Development,1,Life Sciences,Female,Healthcare Representative,Married,Connecticut,5562,4,No,13,12,5,2,2,Bachelors,Intermediate,Very High,Excellent
1594,36,No,Research & Development,6,Life Sciences,Male,Laboratory Technician,Married,Washington,5562,3,Yes,13,9,3,2,0,Masters,Intermediate,Low,Excellent
1727,46,No,Research & Development,13,Life Sciences,Male,Healthcare Representative,Single,Maryland,5562,6,No,14,19,10,7,0,Masters,Intermediate,Medium,Excellent
690,29,No,Sales,3,Medical,Female,Sales Executive,Married,Pennsylvania,5561,1,No,14,6,6,0,1,College,Intermediate,High,Excellent
1945,35,No,Sales,18,Medical,Male,Sales Executive,Married,Florida,5561,0,No,16,6,5,3,0,Masters,Intermediate,Low,Excellent
1803,42,No,Research & Development,13,Medical,Male,Healthcare Representative,Married,North Dakota,5538,5,No,18,10,0,0,0,Bachelors,Intermediate,Low,Excellent
1908,36,No,Sales,17,Marketing,Male,Sales Executive,Married,Florida,5507,2,No,16,12,4,2,1,College,Intermediate,Medium,Excellent
1670,33,No,Sales,2,Medical,Male,Sales Executive,Divorced,Maryland,5505,1,No,14,6,6,2,0,Masters,Intermediate,Very High,Excellent
998,33,No,Research & Development,1,Other,Female,Healthcare Representative,Married,North Carolina,5488,1,Yes,13,6,6,5,1,Masters,Intermediate,Medium,Excellent
1924,33,No,Sales,10,Marketing,Male,Sales Executive,Single,Indiana,5487,1,No,14,10,10,4,0,Masters,Intermediate,High,Excellent
1466,48,No,Sales,7,Marketing,Male,Sales Executive,Divorced,Montana,5486,4,No,11,15,2,2,2,Bachelors,Intermediate,Low,Excellent
799,54,No,Research & Development,19,Medical,Female,Manufacturing Director,Divorced,Colorado,5485,9,Yes,11,9,5,3,1,Masters,Intermediate,Low,Excellent
420,32,No,Sales,7,Life Sciences,Male,Sales Executive,Married,Nevada,5484,1,No,14,13,13,8,4,Bachelors,Intermediate,High,Excellent
1580,34,No,Research & Development,1,Life Sciences,Male,Research Scientist,Married,Massachusetts,5484,9,No,17,9,2,2,2,Masters,Intermediate,Very High,Excellent
408,51,No,Research & Development,2,Medical,Male,Manufacturing Director,Divorced,Florida,5482,5,No,18,13,4,1,1,Bachelors,Intermediate,Medium,Excellent
1673,31,No,Sales,5,Life Sciences,Female,Sales Executive,Married,Vermont,5476,1,No,11,10,10,0,0,Masters,Intermediate,Very High,Excellent
91,59,No,Sales,1,Life Sciences,Female,Sales Executive,Single,Louisiana,5473,7,No,11,20,4,3,1,College,Intermediate,High,Excellent
1548,40,No,Sales,9,Medical,Male,Sales Executive,Married,Wyoming,5473,0,No,12,9,8,4,7,College,Intermediate,Low,Excellent
1018,26,No,Research & Development,2,Medical,Male,Manufacturing Director,Married,Tennessee,5472,1,No,12,8,8,7,1,College,Intermediate,Very High,Excellent
1671,32,No,Research & Development,2,Medical,Male,Research Scientist,Divorced,Nevada,5470,0,No,13,10,9,5,1,Bachelors,Intermediate,Medium,Excellent
1784,31,No,Sales,29,Marketing,Female,Sales Executive,Married,Maryland,5468,1,No,14,13,12,7,5,Masters,Intermediate,Very High,Excellent
1392,41,No,Research & Development,22,Life Sciences,Female,Research Scientist,Divorced,Ohio,5467,3,Yes,14,12,6,2,3,Bachelors,Intermediate,Very High,Excellent
1934,47,No,Research & Development,14,Technical Degree,Male,Research Scientist,Married,West Virginia,5467,8,No,18,16,8,7,1,Masters,Intermediate,Medium,Excellent
653,31,No,Sales,6,Medical,Male,Sales Executive,Divorced,Alaska,5460,4,No,22,13,7,7,5,Masters,Intermediate,Very High,Outstanding
68,44,No,Sales,1,Marketing,Female,Sales Executive,Divorced,Mississippi,5454,5,Yes,21,9,4,3,1,Doctorate,Intermediate,Low,Outstanding
120,51,No,Sales,21,Marketing,Male,Sales Executive,Single,South Dakota,5441,0,Yes,22,11,10,7,1,Masters,Intermediate,Very High,Outstanding
1645,35,Yes,Sales,15,Medical,Male,Sales Executive,Divorced,Illinois,5440,6,Yes,14,7,2,2,2,College,Intermediate,Very High,Excellent
1658,34,No,Research & Development,3,Life Sciences,Female,Research Scientist,Divorced,Colorado,5433,1,No,12,11,11,8,7,Bachelors,Intermediate,Medium,Excellent
1377,34,No,Research & Development,29,Medical,Male,Laboratory Technician,Married,California,5429,4,No,13,10,8,7,7,Bachelors,Intermediate,High,Excellent
389,55,No,Research & Development,20,Technical Degree,Male,Laboratory Technician,Married,Nebraska,5415,3,Yes,19,12,10,7,0,College,Intermediate,Very High,Excellent
1294,36,No,Research & Development,2,Life Sciences,Female,Manufacturing Director,Single,Arkansas,5410,9,Yes,11,18,16,14,5,Masters,Intermediate,Medium,Excellent
1998,42,No,Research & Development,18,Life Sciences,Male,Research Scientist,Divorced,Kansas,5410,6,Yes,17,9,4,3,1,Masters,Intermediate,Low,Excellent
2036,36,No,Sales,15,Marketing,Male,Sales Executive,Divorced,Virginia,5406,1,No,24,15,15,12,11,Masters,Intermediate,Very High,Outstanding
